Dataset,Model,AUC_mean,AUPRC_mean,Accuracy_mean,F1_mean,GMean_mean,IBA_mean,Kappa_mean,MCC_mean,Precision_mean,Recall_mean,Runtime_mean
ecoli-0-1_vs_5,mc_rbo,9.5,12.0,11.5,16.0,22.0,24.0,17.0,16.0,4.0,22.5,20.0
ecoli-0-1_vs_5,mdo,18.0,11.0,11.5,11.0,13.0,14.0,11.0,11.0,16.0,13.5,12.0
ecoli-0-1_vs_5,multirandbal,23.0,22.0,21.5,23.0,20.0,20.0,23.0,23.0,22.0,20.0,4.0
ecoli-0-1_vs_5,nromm,1.5,2.0,3.5,4.5,11.5,10.5,4.5,4.5,2.5,11.5,13.0
ecoli-0-1_vs_5,ocsv_us,28.0,27.0,27.0,25.0,21.0,26.0,25.0,25.0,25.0,21.0,24.0
ecoli-0-1_vs_5,orem_m,20.0,21.0,16.5,14.5,15.5,15.5,14.5,14.5,18.5,15.5,11.0
ecoli-0-1_vs_5,oremboost,21.0,23.0,11.5,10.0,14.0,13.0,10.0,10.0,10.0,13.5,22.0
ecoli-0-1_vs_5,pt_bagging,14.5,18.0,16.5,20.5,24.5,22.5,20.5,20.5,12.5,24.5,2.0
ecoli-0-1_vs_5,s_smote,17.0,13.0,26.0,19.0,10.0,12.0,18.0,18.0,21.0,10.0,21.0
ecoli-0-1_vs_5,scut,7.5,6.0,3.5,2.5,4.5,4.5,2.5,2.5,6.5,4.5,25.0
ecoli-0-1_vs_5,shsampler,14.5,7.0,21.5,13.0,2.0,2.0,13.0,13.0,23.0,1.5,5.0
ecoli-0-1_vs_5,smom,11.0,17.0,3.5,4.5,11.5,10.5,4.5,4.5,2.5,11.5,15.0
ecoli-0-1_vs_5,soup,7.5,9.0,3.5,2.5,4.5,4.5,2.5,2.5,6.5,4.5,14.0
ecoli-0-2-3-4_vs_5,DBCF,1.0,1.0,2.0,4.0,9.0,9.0,4.0,4.0,2.0,9.0,27.0
ecoli-0-2-3-4_vs_5,DEAHS,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,29.0
ecoli-0-2-3-4_vs_5,DeepSMOTE,11.0,15.0,13.5,14.0,21.0,17.0,14.0,13.0,5.0,19.5,18.0
ecoli-0-2-3-4_vs_5,SPE,2.0,3.0,16.5,13.0,7.0,7.0,13.0,11.0,20.5,7.0,28.0
ecoli-0-2-3-4_vs_5,adaboost_ad,24.0,29.0,29.0,28.0,17.0,20.0,28.0,28.0,29.0,17.0,6.0
ecoli-0-2-3-4_vs_5,amcs,19.0,19.0,25.0,29.0,29.0,29.0,29.0,29.0,26.0,29.0,23.0
ecoli-0-2-3-4_vs_5,des_mi,25.0,26.0,24.0,23.0,16.0,16.0,23.0,23.0,23.0,16.0,8.0
ecoli-0-2-3-4_vs_5,dpse,22.0,21.0,10.0,11.0,12.0,13.0,11.0,12.0,15.0,12.5,1.0
ecoli-0-2-3-4_vs_5,drcw_aseg,26.0,25.0,18.5,17.5,24.5,25.5,17.5,18.5,10.5,25.5,3.0
ecoli-0-2-3-4_vs_5,e_evrs,29.0,28.0,26.0,26.0,28.0,28.0,26.0,25.0,24.0,28.0,17.0
ecoli-0-2-3-4_vs_5,easy_bpnn,28.0,18.0,27.0,27.0,20.0,22.0,27.0,27.0,28.0,21.0,19.0
ecoli-0-2-3-4_vs_5,evinci,23.0,23.0,13.5,20.0,27.0,21.0,19.0,16.0,1.0,24.0,25.0
ecoli-0-2-3-4_vs_5,glos,14.0,13.0,21.5,21.0,15.0,15.0,21.0,21.0,22.0,15.0,9.0
ecoli-0-2-3-4_vs_5,mc_ccr,17.0,14.0,5.0,7.0,11.0,10.0,7.0,5.0,4.0,11.0,7.0
ecoli-0-2-3-4_vs_5,mc_evhs,4.0,5.0,13.5,10.0,6.0,4.0,10.0,9.0,18.0,6.0,10.0
ecoli-0-2-3-4_vs_5,mc_nro,6.5,7.0,7.5,6.0,4.0,6.0,6.0,7.0,14.0,4.5,16.0
ecoli-0-2-3-4_vs_5,mc_rbo,10.0,12.0,10.0,12.0,18.0,19.0,12.0,14.0,9.0,18.0,20.0
ecoli-0-2-3-4_vs_5,mdo,18.0,16.0,10.0,9.0,13.0,12.0,9.0,10.0,12.0,12.5,12.0
ecoli-0-2-3-4_vs_5,multirandbal,21.0,24.0,21.5,24.0,26.0,27.0,24.0,24.0,19.0,27.0,4.0
ecoli-0-2-3-4_vs_5,nromm,9.0,11.0,4.0,5.0,10.0,11.0,5.0,6.0,7.0,10.0,13.0
ecoli-0-2-3-4_vs_5,ocsv_us,20.0,22.0,28.0,25.0,22.0,24.0,25.0,26.0,27.0,22.0,24.0
ecoli-0-2-3-4_vs_5,orem_m,8.0,10.0,7.5,8.0,5.0,5.0,8.0,8.0,16.0,4.5,11.0
ecoli-0-2-3-4_vs_5,oremboost,15.0,20.0,13.5,15.0,19.0,18.0,15.0,15.0,13.0,19.5,22.0
ecoli-0-2-3-4_vs_5,pt_bagging,27.0,27.0,18.5,17.5,24.5,25.5,17.5,18.5,10.5,25.5,2.0
ecoli-0-2-3-4_vs_5,s_smote,16.0,17.0,20.0,19.0,23.0,23.0,20.0,22.0,17.0,23.0,21.0
ecoli-0-2-3-4_vs_5,scut,6.5,6.0,16.5,16.0,14.0,14.0,16.0,17.0,20.5,14.0,26.0
ecoli-0-2-3-4_vs_5,shsampler,12.0,9.0,23.0,22.0,8.0,8.0,22.0,20.0,25.0,8.0,5.0
ecoli-0-2-3-4_vs_5,smom,13.0,8.0,2.0,3.0,2.0,3.0,3.0,3.0,8.0,2.5,15.0
ecoli-0-2-3-4_vs_5,soup,5.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.5,14.0
ecoli-0-2-6-7_vs_3-5,DBCF,6.0,8.0,13.5,13.0,12.0,14.0,14.0,15.0,15.0,11.0,26.0
ecoli-0-2-6-7_vs_3-5,DEAHS,8.0,14.0,22.0,20.0,6.0,9.0,19.0,19.0,22.0,6.0,29.0
ecoli-0-2-6-7_vs_3-5,DeepSMOTE,1.0,1.0,2.0,2.0,15.0,11.0,2.0,2.0,1.0,13.0,16.0
ecoli-0-2-6-7_vs_3-5,SPE,14.0,19.0,23.0,22.0,14.0,20.0,22.0,23.0,23.0,15.0,28.0
ecoli-0-2-6-7_vs_3-5,adaboost_ad,27.0,29.0,27.0,26.0,22.0,25.0,27.0,27.0,26.0,25.0,8.0
ecoli-0-2-6-7_vs_3-5,amcs,28.0,28.0,24.0,28.0,29.0,28.0,29.0,29.0,29.0,29.0,23.0
ecoli-0-2-6-7_vs_3-5,des_mi,20.0,12.0,17.5,14.0,8.0,6.0,13.0,11.0,14.0,7.0,9.0
ecoli-0-2-6-7_vs_3-5,dpse,26.0,26.0,19.0,21.0,26.0,26.0,21.0,20.0,18.0,27.0,1.0
ecoli-0-2-6-7_vs_3-5,drcw_aseg,23.0,22.0,9.5,11.5,17.5,18.5,11.5,13.5,11.5,18.5,3.0
ecoli-0-2-6-7_vs_3-5,e_evrs,25.0,27.0,21.0,23.0,25.0,27.0,23.0,24.0,21.0,26.0,17.0
ecoli-0-2-6-7_vs_3-5,easy_bpnn,19.0,18.0,26.0,25.0,11.0,23.0,25.0,25.0,25.0,14.0,19.0
ecoli-0-2-6-7_vs_3-5,evinci,22.0,16.0,4.5,6.0,20.0,13.0,6.0,6.0,5.0,16.0,25.0
ecoli-0-2-6-7_vs_3-5,glos,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0
ecoli-0-2-6-7_vs_3-5,mc_ccr,15.0,6.0,7.0,9.0,23.0,21.0,9.0,9.0,3.0,22.0,7.0
ecoli-0-2-6-7_vs_3-5,mc_evhs,13.0,23.0,25.0,24.0,2.0,5.0,24.0,21.0,24.0,2.0,11.0
ecoli-0-2-6-7_vs_3-5,mc_nro,17.0,9.0,15.5,18.0,13.0,15.0,18.0,17.0,17.0,12.0,18.0
ecoli-0-2-6-7_vs_3-5,mc_rbo,11.0,7.0,9.5,16.0,24.0,22.0,16.0,16.0,9.0,23.0,20.0
ecoli-0-2-6-7_vs_3-5,mdo,5.0,3.0,4.5,4.0,5.0,3.0,4.0,5.0,8.0,4.5,12.0
ecoli-0-2-6-7_vs_3-5,multirandbal,16.0,11.0,17.5,17.0,7.0,7.0,17.0,18.0,19.0,8.0,4.0
ecoli-0-2-6-7_vs_3-5,nromm,7.0,17.0,4.5,5.0,9.0,8.0,5.0,3.0,2.0,9.0,13.0
ecoli-0-2-6-7_vs_3-5,ocsv_us,29.0,25.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,24.0
ecoli-0-2-6-7_vs_3-5,orem_m,10.0,15.0,13.5,15.0,16.0,17.0,15.0,12.0,10.0,17.0,10.0
ecoli-0-2-6-7_vs_3-5,oremboost,12.0,10.0,4.5,3.0,4.0,4.0,3.0,4.0,7.0,4.5,21.0
ecoli-0-2-6-7_vs_3-5,pt_bagging,24.0,24.0,9.5,11.5,17.5,18.5,11.5,13.5,11.5,18.5,2.0
ecoli-0-2-6-7_vs_3-5,s_smote,21.0,21.0,28.0,27.0,27.0,12.0,26.0,26.0,27.0,24.0,22.0
ecoli-0-2-6-7_vs_3-5,scut,18.0,20.0,20.0,19.0,21.0,24.0,20.0,22.0,20.0,21.0,27.0
ecoli-0-2-6-7_vs_3-5,shsampler,4.0,5.0,15.5,8.0,3.0,2.0,8.0,7.0,16.0,3.0,5.0
ecoli-0-2-6-7_vs_3-5,smom,9.0,13.0,12.0,7.0,10.0,10.0,7.0,8.0,13.0,10.0,15.0
ecoli-0-2-6-7_vs_3-5,soup,3.0,4.0,9.5,10.0,19.0,16.0,10.0,10.0,6.0,20.0,14.0
ecoli-0-3-4-6_vs_5,DBCF,6.0,3.0,7.0,6.5,12.5,13.5,7.5,7.5,7.5,12.5,27.0
ecoli-0-3-4-6_vs_5,DEAHS,6.0,10.0,20.0,15.0,1.0,1.0,15.0,14.0,22.0,1.0,29.0
ecoli-0-3-4-6_vs_5,DeepSMOTE,12.0,14.0,3.0,4.5,9.5,10.5,4.5,4.5,4.5,10.0,18.0
ecoli-0-3-4-6_vs_5,SPE,1.0,1.0,11.0,8.0,2.0,2.0,6.0,6.0,15.0,2.0,28.0
ecoli-0-3-4-6_vs_5,adaboost_ad,27.0,28.0,28.0,28.0,19.0,24.0,28.0,28.0,29.0,20.0,5.0
ecoli-0-3-4-6_vs_5,amcs,18.0,23.0,21.5,24.0,27.0,27.0,24.0,25.0,21.0,27.0,23.0
ecoli-0-3-4-6_vs_5,des_mi,25.0,26.0,23.5,27.0,29.0,28.0,27.0,27.0,23.0,29.0,8.0
ecoli-0-3-4-6_vs_5,dpse,20.0,20.0,18.0,21.0,26.0,25.0,21.0,21.0,16.0,25.5,1.0
ecoli-0-3-4-6_vs_5,drcw_aseg,21.5,18.5,18.0,20.0,25.0,26.0,20.0,22.0,17.0,25.5,3.0
ecoli-0-3-4-6_vs_5,e_evrs,29.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,27.0,28.0,17.0
ecoli-0-3-4-6_vs_5,easy_bpnn,28.0,27.0,26.0,26.0,16.0,18.0,26.0,26.0,28.0,17.0,19.0
ecoli-0-3-4-6_vs_5,evinci,24.0,21.0,11.0,14.0,22.0,21.0,14.0,15.0,11.0,22.0,25.0
ecoli-0-3-4-6_vs_5,glos,2.0,6.0,11.0,10.0,15.0,15.0,10.0,10.0,9.0,15.0,9.0
ecoli-0-3-4-6_vs_5,mc_ccr,13.5,8.0,3.0,3.0,11.0,9.0,3.0,3.0,1.0,10.0,6.0
ecoli-0-3-4-6_vs_5,mc_evhs,15.0,24.0,23.5,22.0,4.0,6.0,23.0,23.0,25.0,4.0,10.0
ecoli-0-3-4-6_vs_5,mc_nro,17.0,12.0,18.0,18.0,18.0,17.0,18.0,18.0,19.0,18.0,16.0
ecoli-0-3-4-6_vs_5,mc_rbo,8.0,2.0,7.0,9.0,21.0,19.0,9.0,9.0,2.0,21.0,20.0
ecoli-0-3-4-6_vs_5,mdo,13.5,13.0,7.0,6.5,12.5,13.5,7.5,7.5,7.5,12.5,12.0
ecoli-0-3-4-6_vs_5,multirandbal,26.0,22.0,11.0,11.0,14.0,16.0,11.0,11.0,13.0,15.0,4.0
ecoli-0-3-4-6_vs_5,nromm,3.0,7.0,11.0,13.0,17.0,12.0,13.0,13.0,14.0,15.0,13.0
ecoli-0-3-4-6_vs_5,ocsv_us,23.0,16.0,27.0,23.0,3.0,3.0,22.0,20.0,24.0,3.0,24.0
ecoli-0-3-4-6_vs_5,orem_m,9.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,5.5,11.0
ecoli-0-3-4-6_vs_5,oremboost,6.0,9.0,3.0,4.5,9.5,10.5,4.5,4.5,4.5,10.0,22.0
ecoli-0-3-4-6_vs_5,pt_bagging,21.5,18.5,15.0,16.0,23.0,23.0,16.0,17.0,12.0,23.5,2.0
ecoli-0-3-4-6_vs_5,s_smote,19.0,25.0,15.0,12.0,8.0,8.0,12.0,12.0,20.0,8.0,21.0
ecoli-0-3-4-6_vs_5,scut,16.0,15.0,3.0,2.0,6.0,4.0,2.0,2.0,6.0,5.5,26.0
ecoli-0-3-4-6_vs_5,shsampler,10.0,17.0,25.0,25.0,7.0,7.0,25.0,24.0,26.0,7.0,7.0
ecoli-0-3-4-6_vs_5,smom,4.0,11.0,15.0,17.0,24.0,22.0,17.0,16.0,10.0,23.5,15.0
ecoli-0-3-4-6_vs_5,soup,11.0,5.0,21.5,19.0,20.0,20.0,19.0,19.0,18.0,19.0,14.0
ecoli-0-3-4-7_vs_5-6,DBCF,1.0,1.0,5.0,9.0,16.0,9.0,9.0,9.0,8.0,13.0,26.0
ecoli-0-3-4-7_vs_5-6,DEAHS,12.0,12.0,23.0,23.0,8.0,11.0,23.0,22.0,24.0,8.0,29.0
ecoli-0-3-4-7_vs_5-6,DeepSMOTE,17.0,22.0,11.0,10.0,24.0,26.0,10.0,11.0,5.0,25.0,16.0
ecoli-0-3-4-7_vs_5-6,SPE,3.0,3.0,19.0,17.0,3.0,4.0,17.0,16.0,21.0,3.0,28.0
ecoli-0-3-4-7_vs_5-6,adaboost_ad,26.0,29.0,28.0,27.0,12.0,24.0,27.0,27.0,27.0,17.0,7.0
ecoli-0-3-4-7_vs_5-6,amcs,29.0,28.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,23.0
ecoli-0-3-4-7_vs_5-6,des_mi,16.0,16.0,9.5,8.0,6.0,7.0,8.0,7.0,9.0,6.0,8.0
ecoli-0-3-4-7_vs_5-6,dpse,28.0,24.0,17.0,18.0,22.0,22.0,18.0,19.0,14.0,22.0,1.0
ecoli-0-3-4-7_vs_5-6,drcw_aseg,24.0,18.0,15.5,12.5,13.5,16.5,13.5,13.5,17.5,15.5,3.0
ecoli-0-3-4-7_vs_5-6,e_evrs,27.0,27.0,21.0,22.0,26.0,18.0,21.0,21.0,16.0,23.0,18.0
ecoli-0-3-4-7_vs_5-6,easy_bpnn,20.0,10.0,24.0,25.0,5.0,10.0,25.0,25.0,26.0,7.0,19.0
ecoli-0-3-4-7_vs_5-6,evinci,19.0,19.0,7.5,5.0,4.0,6.0,5.0,5.0,7.0,4.5,25.0
ecoli-0-3-4-7_vs_5-6,glos,8.0,7.0,5.0,7.0,7.0,3.0,7.0,8.0,10.0,4.5,9.0
ecoli-0-3-4-7_vs_5-6,mc_ccr,21.0,4.0,2.0,2.0,15.0,5.0,2.0,2.0,3.0,11.0,6.0
ecoli-0-3-4-7_vs_5-6,mc_evhs,22.0,26.0,26.0,26.0,19.0,21.0,26.0,26.0,25.0,21.0,12.0
ecoli-0-3-4-7_vs_5-6,mc_nro,10.0,14.0,7.5,4.0,1.0,1.0,4.0,4.0,11.0,1.0,17.0
ecoli-0-3-4-7_vs_5-6,mc_rbo,4.0,5.0,5.0,14.0,28.0,25.0,12.0,10.0,1.0,28.0,22.0
ecoli-0-3-4-7_vs_5-6,mdo,5.0,13.0,9.5,6.0,2.0,2.0,6.0,6.0,12.0,2.0,11.0
ecoli-0-3-4-7_vs_5-6,multirandbal,14.0,8.0,20.0,20.0,18.0,15.0,20.0,20.0,19.0,18.0,4.0
ecoli-0-3-4-7_vs_5-6,nromm,6.0,6.0,1.0,1.0,11.0,8.0,1.0,1.0,2.0,10.0,13.0
ecoli-0-3-4-7_vs_5-6,ocsv_us,18.0,25.0,29.0,28.0,25.0,28.0,28.0,28.0,28.0,27.0,24.0
ecoli-0-3-4-7_vs_5-6,orem_m,11.0,9.0,12.5,11.0,17.0,14.0,11.0,12.0,15.0,14.0,10.0
ecoli-0-3-4-7_vs_5-6,oremboost,15.0,11.0,3.0,3.0,10.0,13.0,3.0,3.0,4.0,12.0,20.0
ecoli-0-3-4-7_vs_5-6,pt_bagging,25.0,21.0,15.5,12.5,13.5,16.5,13.5,13.5,17.5,15.5,2.0
ecoli-0-3-4-7_vs_5-6,s_smote,23.0,23.0,25.0,24.0,20.0,20.0,24.0,24.0,23.0,19.0,21.0
ecoli-0-3-4-7_vs_5-6,scut,13.0,17.0,22.0,21.0,23.0,27.0,22.0,23.0,22.0,24.0,27.0
ecoli-0-3-4-7_vs_5-6,shsampler,7.0,20.0,18.0,16.0,9.0,12.0,16.0,17.0,20.0,9.0,5.0
ecoli-0-3-4-7_vs_5-6,smom,2.0,2.0,14.0,19.0,27.0,23.0,19.0,18.0,6.0,26.0,15.0
ecoli-0-3-4-7_vs_5-6,soup,9.0,15.0,12.5,15.0,21.0,19.0,15.0,15.0,13.0,20.0,14.0
ecoli-0-3-4_vs_5,DBCF,5.0,6.0,2.5,1.0,4.0,9.0,1.0,2.0,2.0,5.5,26.0
ecoli-0-3-4_vs_5,DEAHS,14.0,15.0,8.5,6.0,2.0,2.0,6.0,6.0,10.0,2.0,29.0
ecoli-0-3-4_vs_5,DeepSMOTE,16.0,18.0,13.5,18.0,25.0,22.0,18.0,18.0,19.0,22.0,17.0
ecoli-0-3-4_vs_5,SPE,2.5,1.5,5.5,5.0,1.0,1.0,5.0,5.0,9.0,1.0,28.0
ecoli-0-3-4_vs_5,adaboost_ad,28.0,29.0,28.0,28.0,20.0,18.0,28.0,28.0,28.0,20.0,5.0
ecoli-0-3-4_vs_5,amcs,21.0,26.0,19.0,24.0,28.0,26.0,24.0,24.0,18.0,26.0,23.0
ecoli-0-3-4_vs_5,des_mi,27.0,27.0,13.5,12.0,10.0,11.0,12.0,13.0,20.0,10.5,8.0
ecoli-0-3-4_vs_5,dpse,25.0,21.0,13.5,14.5,16.5,15.5,14.5,14.5,11.5,16.0,1.0
ecoli-0-3-4_vs_5,drcw_aseg,24.0,19.5,19.0,19.5,22.5,23.5,19.5,19.5,16.5,23.5,3.0
ecoli-0-3-4_vs_5,e_evrs,29.0,28.0,26.0,27.0,29.0,29.0,27.0,27.0,26.0,29.0,16.0
ecoli-0-3-4_vs_5,easy_bpnn,26.0,24.0,27.0,26.0,14.0,19.0,26.0,26.0,27.0,14.0,19.0
ecoli-0-3-4_vs_5,evinci,17.5,16.0,24.5,25.0,26.0,28.0,25.0,25.0,23.0,28.0,25.0
ecoli-0-3-4_vs_5,glos,8.0,10.0,22.5,22.0,19.0,21.0,22.0,22.0,24.0,19.0,9.0
ecoli-0-3-4_vs_5,mc_ccr,4.0,14.0,8.5,8.0,8.0,7.0,8.0,8.0,8.0,8.5,6.0
ecoli-0-3-4_vs_5,mc_evhs,13.0,13.0,19.0,17.0,18.0,20.0,17.0,17.0,14.0,18.0,10.0
ecoli-0-3-4_vs_5,mc_nro,6.5,5.0,13.5,11.0,11.0,10.0,11.0,11.0,13.0,10.5,18.0
ecoli-0-3-4_vs_5,mc_rbo,9.5,8.0,8.5,9.0,13.0,13.0,9.0,9.0,6.0,13.0,20.0
ecoli-0-3-4_vs_5,mdo,15.0,17.0,22.5,23.0,24.0,25.0,23.0,23.0,21.0,25.0,12.0
ecoli-0-3-4_vs_5,multirandbal,22.0,25.0,13.5,14.5,16.5,15.5,14.5,14.5,11.5,16.0,4.0
ecoli-0-3-4_vs_5,nromm,2.5,1.5,2.5,2.0,5.0,8.0,2.0,1.0,1.0,5.5,13.0
ecoli-0-3-4_vs_5,ocsv_us,17.5,23.0,29.0,29.0,27.0,27.0,29.0,29.0,29.0,27.0,24.0
ecoli-0-3-4_vs_5,orem_m,11.0,12.0,2.5,3.0,6.0,5.0,3.0,4.0,5.0,5.5,11.0
ecoli-0-3-4_vs_5,oremboost,19.0,22.0,5.5,10.0,21.0,14.0,10.0,10.0,4.0,21.0,21.0
ecoli-0-3-4_vs_5,pt_bagging,23.0,19.5,19.0,19.5,22.5,23.5,19.5,19.5,16.5,23.5,2.0
ecoli-0-3-4_vs_5,s_smote,20.0,9.0,8.5,7.0,9.0,6.0,7.0,7.0,7.0,8.5,22.0
ecoli-0-3-4_vs_5,scut,12.0,11.0,24.5,21.0,12.0,12.0,21.0,21.0,25.0,12.0,27.0
ecoli-0-3-4_vs_5,shsampler,9.5,4.0,19.0,13.0,3.0,4.0,13.0,12.0,22.0,3.0,7.0
ecoli-0-3-4_vs_5,smom,6.5,7.0,2.5,4.0,7.0,3.0,4.0,3.0,3.0,5.5,15.0
ecoli-0-3-4_vs_5,soup,1.0,3.0,13.5,16.0,15.0,17.0,16.0,16.0,15.0,16.0,14.0
ecoli-0-4-6_vs_5,DBCF,5.5,7.0,12.0,13.0,15.0,18.0,13.0,16.0,16.0,17.5,27.0
ecoli-0-4-6_vs_5,DEAHS,15.0,16.0,21.5,18.0,2.0,4.0,18.0,19.0,22.0,2.0,29.0
ecoli-0-4-6_vs_5,DeepSMOTE,11.0,14.0,12.0,10.0,16.0,17.0,10.0,12.0,9.0,17.5,16.0
ecoli-0-4-6_vs_5,SPE,7.0,9.5,8.0,4.0,1.0,1.0,4.0,3.0,19.0,1.0,28.0
ecoli-0-4-6_vs_5,adaboost_ad,27.0,29.0,29.0,29.0,20.0,26.0,29.0,29.0,29.0,22.0,5.0
ecoli-0-4-6_vs_5,amcs,23.0,27.0,23.0,26.0,29.0,29.0,26.0,26.0,11.0,29.0,24.0
ecoli-0-4-6_vs_5,des_mi,20.0,15.0,1.5,2.0,6.0,2.0,2.0,1.0,1.0,4.5,8.0
ecoli-0-4-6_vs_5,dpse,21.0,22.0,15.0,14.0,25.0,27.0,15.0,17.0,8.0,26.0,1.0
ecoli-0-4-6_vs_5,drcw_aseg,25.0,24.0,8.0,8.5,23.5,24.5,8.5,8.5,5.5,24.0,3.0
ecoli-0-4-6_vs_5,e_evrs,28.0,28.0,28.0,27.0,26.0,28.0,27.0,27.0,26.0,28.0,17.0
ecoli-0-4-6_vs_5,easy_bpnn,24.0,21.0,27.0,28.0,17.0,22.0,28.0,28.0,28.0,19.0,19.0
ecoli-0-4-6_vs_5,evinci,19.0,20.0,3.0,3.0,14.0,15.0,3.0,4.0,4.0,14.0,26.0
ecoli-0-4-6_vs_5,glos,5.5,3.0,12.0,5.0,7.0,12.0,5.0,5.0,10.0,8.5,9.0
ecoli-0-4-6_vs_5,mc_ccr,8.0,8.0,8.0,15.0,22.0,8.0,14.0,10.0,7.0,16.0,7.0
ecoli-0-4-6_vs_5,mc_evhs,14.0,18.0,24.0,24.0,3.0,6.0,23.0,23.0,27.0,3.0,10.0
ecoli-0-4-6_vs_5,mc_nro,9.0,4.0,18.0,16.0,11.0,14.0,16.0,18.0,20.0,11.0,18.0
ecoli-0-4-6_vs_5,mc_rbo,12.0,13.0,4.5,17.0,27.0,19.0,17.0,13.0,2.0,24.0,20.0
ecoli-0-4-6_vs_5,mdo,13.0,17.0,21.5,23.0,19.0,23.0,24.0,25.0,24.0,21.0,12.0
ecoli-0-4-6_vs_5,multirandbal,22.0,26.0,17.0,11.0,10.0,13.0,11.0,11.0,18.0,10.0,4.0
ecoli-0-4-6_vs_5,nromm,3.0,5.0,4.5,12.0,21.0,9.0,12.0,14.0,13.0,15.0,13.0
ecoli-0-4-6_vs_5,ocsv_us,29.0,23.0,25.0,25.0,13.0,16.0,25.0,24.0,23.0,13.0,25.0
ecoli-0-4-6_vs_5,orem_m,10.0,6.0,15.0,7.0,8.0,10.0,7.0,7.0,12.0,8.5,11.0
ecoli-0-4-6_vs_5,oremboost,17.0,19.0,15.0,20.0,28.0,21.0,20.0,20.0,17.0,27.0,22.0
ecoli-0-4-6_vs_5,pt_bagging,26.0,25.0,8.0,8.5,23.5,24.5,8.5,8.5,5.5,24.0,2.0
ecoli-0-4-6_vs_5,s_smote,18.0,11.0,20.0,19.0,12.0,11.0,19.0,15.0,14.0,12.0,23.0
ecoli-0-4-6_vs_5,scut,2.0,2.0,19.0,21.0,18.0,20.0,21.0,22.0,21.0,20.0,21.0
ecoli-0-4-6_vs_5,shsampler,16.0,12.0,26.0,22.0,4.0,7.0,22.0,21.0,25.0,6.0,6.0
ecoli-0-4-6_vs_5,smom,1.0,1.0,1.5,1.0,5.0,3.0,1.0,2.0,3.0,4.5,15.0
ecoli-0-4-6_vs_5,soup,4.0,9.5,8.0,6.0,9.0,5.0,6.0,6.0,15.0,7.0,14.0
ecoli-0-6-7_vs_3-5,DBCF,5.0,8.0,16.0,16.0,11.0,12.0,16.0,12.0,11.0,11.0,26.0
ecoli-0-6-7_vs_3-5,DEAHS,14.0,21.0,22.0,22.0,17.0,23.0,22.0,23.0,24.0,19.5,29.0
ecoli-0-6-7_vs_3-5,DeepSMOTE,1.0,1.0,3.0,12.0,26.0,15.0,11.0,11.0,10.0,24.5,17.0
ecoli-0-6-7_vs_3-5,SPE,12.5,19.0,23.0,23.0,18.0,24.0,23.0,22.0,21.0,22.0,27.0
ecoli-0-6-7_vs_3-5,adaboost_ad,29.0,29.0,28.0,26.0,22.0,27.0,26.0,26.0,25.0,26.0,6.0
ecoli-0-6-7_vs_3-5,amcs,28.0,28.0,24.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,23.0
ecoli-0-6-7_vs_3-5,des_mi,21.0,24.0,19.0,18.0,20.0,21.0,18.0,17.0,16.0,22.0,9.0
ecoli-0-6-7_vs_3-5,dpse,25.0,22.0,15.0,14.0,13.0,16.0,15.0,16.0,13.0,13.0,1.0
ecoli-0-6-7_vs_3-5,drcw_aseg,22.5,14.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
ecoli-0-6-7_vs_3-5,e_evrs,26.0,27.0,20.0,20.0,12.0,19.0,20.0,21.0,22.0,15.5,16.0
ecoli-0-6-7_vs_3-5,easy_bpnn,18.0,23.0,26.0,25.0,21.0,25.0,25.0,25.0,26.0,24.5,19.0
ecoli-0-6-7_vs_3-5,evinci,20.0,16.0,4.5,3.0,4.0,4.0,3.0,4.0,5.0,4.0,25.0
ecoli-0-6-7_vs_3-5,glos,2.0,2.0,10.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0
ecoli-0-6-7_vs_3-5,mc_ccr,6.0,5.0,6.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,8.0
ecoli-0-6-7_vs_3-5,mc_evhs,15.0,25.0,25.0,24.0,16.0,20.0,24.0,24.0,23.0,18.0,11.0
ecoli-0-6-7_vs_3-5,mc_nro,9.0,4.0,9.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,18.0
ecoli-0-6-7_vs_3-5,mc_rbo,11.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0
ecoli-0-6-7_vs_3-5,mdo,12.5,7.0,4.5,4.0,3.0,5.0,4.0,5.0,7.0,4.0,12.0
ecoli-0-6-7_vs_3-5,multirandbal,19.0,17.0,18.0,19.0,19.0,22.0,19.0,20.0,20.0,22.0,4.0
ecoli-0-6-7_vs_3-5,nromm,7.0,3.0,14.0,9.0,10.0,9.0,8.0,7.0,6.0,9.0,13.0
