Dataset,Model,AUC_mean,AUPRC_mean,Accuracy_mean,F1_mean,GMean_mean,IBA_mean,Kappa_mean,MCC_mean,Precision_mean,Recall_mean,Runtime_mean
yeast-0-3-5-9_vs_7-8,mc_evhs,20.0,23.0,21.0,15.0,8.0,21.0,16.0,19.0,18.0,7.0,8.0
yeast-0-3-5-9_vs_7-8,mc_nro,3.0,6.0,5.0,13.0,25.0,10.0,13.0,11.0,6.0,24.0,22.0
yeast-0-3-5-9_vs_7-8,mc_rbo,13.0,2.0,2.0,4.0,19.0,3.0,3.0,2.0,3.0,16.0,26.0
yeast-0-3-5-9_vs_7-8,mdo,14.0,11.0,6.0,10.0,23.0,9.0,8.0,7.0,5.0,20.0,12.0
yeast-0-3-5-9_vs_7-8,multirandbal,23.0,20.0,20.0,21.0,17.0,24.0,23.0,25.0,23.0,18.0,6.0
yeast-0-3-5-9_vs_7-8,nromm,8.0,10.0,7.0,14.0,26.0,12.0,15.0,10.0,4.0,25.0,13.0
yeast-0-3-5-9_vs_7-8,ocsv_us,26.0,25.0,29.0,29.0,12.0,29.0,29.0,28.0,28.0,19.0,23.0
yeast-0-3-5-9_vs_7-8,orem_m,15.0,16.0,8.0,3.0,14.0,8.0,4.0,5.0,9.0,12.0,10.0
yeast-0-3-5-9_vs_7-8,oremboost,21.0,12.0,10.0,9.0,18.0,13.0,10.0,13.0,10.0,17.0,20.0
yeast-0-3-5-9_vs_7-8,pt_bagging,7.0,14.0,9.0,17.0,24.0,17.0,17.0,17.0,8.0,23.0,2.0
yeast-0-3-5-9_vs_7-8,s_smote,17.0,21.0,23.0,20.0,4.0,22.0,19.0,20.0,20.0,4.0,21.0
yeast-0-3-5-9_vs_7-8,scut,25.0,26.0,24.0,25.0,9.0,27.0,24.0,24.0,26.0,11.0,18.0
yeast-0-3-5-9_vs_7-8,shsampler,2.0,8.0,17.0,6.0,10.0,18.0,6.0,12.0,16.0,8.0,5.0
yeast-0-3-5-9_vs_7-8,smom,22.0,19.0,15.0,11.0,16.0,20.0,12.0,18.0,15.0,15.0,19.0
yeast-0-3-5-9_vs_7-8,soup,12.0,13.0,14.0,5.0,11.0,14.0,5.0,8.0,14.0,10.0,15.0
yeast-0-5-6-7-9_vs_4,DBCF,12.0,19.0,17.0,5.0,13.0,7.0,5.0,5.0,16.0,12.0,28.0
yeast-0-5-6-7-9_vs_4,DEAHS,2.0,5.0,24.0,17.0,1.0,2.0,15.0,12.0,23.0,1.0,29.0
yeast-0-5-6-7-9_vs_4,DeepSMOTE,15.0,14.0,10.0,28.0,29.0,27.0,28.0,27.0,9.0,29.0,18.0
yeast-0-5-6-7-9_vs_4,SPE,7.0,6.0,25.0,22.0,3.0,8.0,20.0,17.0,25.0,3.0,27.0
yeast-0-5-6-7-9_vs_4,adaboost_ad,25.0,27.0,27.0,25.0,4.0,12.0,25.0,25.0,27.0,6.0,10.0
yeast-0-5-6-7-9_vs_4,amcs,28.0,26.0,18.0,26.0,28.0,28.0,27.0,28.0,22.0,27.0,24.0
yeast-0-5-6-7-9_vs_4,des_mi,20.0,21.0,19.0,6.0,9.0,11.0,7.0,7.0,18.0,8.0,4.0
yeast-0-5-6-7-9_vs_4,dpse,26.0,25.0,13.5,15.0,21.0,24.0,17.0,24.0,17.0,21.0,1.0
yeast-0-5-6-7-9_vs_4,drcw_aseg,24.0,13.0,6.0,19.0,25.0,25.0,21.0,23.0,10.0,25.0,3.0
yeast-0-5-6-7-9_vs_4,e_evrs,27.0,29.0,23.0,24.0,10.0,13.0,23.0,22.0,26.0,9.0,14.0
yeast-0-5-6-7-9_vs_4,easy_bpnn,22.0,1.0,28.0,27.0,8.0,16.0,26.0,26.0,28.0,10.0,17.0
yeast-0-5-6-7-9_vs_4,evinci,17.0,4.0,5.0,3.0,14.0,9.0,2.0,2.0,8.0,14.0,23.0
yeast-0-5-6-7-9_vs_4,glos,9.0,2.0,4.0,21.0,26.0,19.0,22.0,18.0,2.0,23.0,9.0
yeast-0-5-6-7-9_vs_4,mc_ccr,8.0,10.0,1.0,14.0,24.0,21.0,14.0,16.0,3.0,24.0,8.0
yeast-0-5-6-7-9_vs_4,mc_evhs,14.0,24.0,26.0,18.0,2.0,1.0,16.0,14.0,24.0,2.0,7.0
yeast-0-5-6-7-9_vs_4,mc_nro,4.0,9.0,2.0,2.0,15.0,10.0,3.0,3.0,5.0,15.0,21.0
yeast-0-5-6-7-9_vs_4,mc_rbo,6.0,8.0,8.0,10.0,20.0,23.0,11.0,9.0,4.0,20.0,25.0
yeast-0-5-6-7-9_vs_4,mdo,18.0,7.0,9.0,16.0,23.0,22.0,19.0,21.0,7.0,22.0,12.0
yeast-0-5-6-7-9_vs_4,multirandbal,11.0,23.0,15.0,4.0,11.0,4.0,4.0,4.0,14.0,11.0,6.0
yeast-0-5-6-7-9_vs_4,nromm,16.0,18.0,13.5,12.0,17.0,18.0,12.0,15.0,12.0,17.0,13.0
yeast-0-5-6-7-9_vs_4,ocsv_us,29.0,28.0,29.0,29.0,22.0,29.0,29.0,29.0,29.0,28.0,26.0
yeast-0-5-6-7-9_vs_4,orem_m,19.0,20.0,12.0,8.0,16.0,17.0,8.0,10.0,13.0,16.0,11.0
yeast-0-5-6-7-9_vs_4,oremboost,1.0,3.0,7.0,9.0,18.0,15.0,9.0,11.0,11.0,18.0,20.0
yeast-0-5-6-7-9_vs_4,pt_bagging,23.0,15.0,3.0,23.0,27.0,26.0,24.0,20.0,1.0,26.0,2.0
yeast-0-5-6-7-9_vs_4,s_smote,21.0,16.0,22.0,20.0,12.0,14.0,18.0,19.0,21.0,13.0,22.0
yeast-0-5-6-7-9_vs_4,scut,10.0,11.0,21.0,11.0,6.0,5.0,10.0,8.0,20.0,5.0,16.0
yeast-0-5-6-7-9_vs_4,shsampler,5.0,22.0,20.0,7.0,7.0,6.0,6.0,6.0,19.0,7.0,5.0
yeast-0-5-6-7-9_vs_4,smom,13.0,17.0,11.0,13.0,19.0,20.0,13.0,13.0,6.0,19.0,19.0
yeast-0-5-6-7-9_vs_4,soup,3.0,12.0,16.0,1.0,5.0,3.0,1.0,1.0,15.0,4.0,15.0
yeast-1-2-8-9_vs_7,DBCF,3.0,16.0,19.0,14.0,11.0,21.0,14.0,17.0,17.0,11.0,27.0
yeast-1-2-8-9_vs_7,DEAHS,10.0,21.0,25.0,25.0,1.0,11.0,20.0,13.0,22.0,1.0,29.0
yeast-1-2-8-9_vs_7,DeepSMOTE,14.0,20.0,3.5,22.0,29.0,13.0,27.0,28.0,24.0,29.0,17.0
yeast-1-2-8-9_vs_7,SPE,13.0,22.0,28.0,28.0,4.0,25.0,26.0,21.0,27.0,4.0,25.0
yeast-1-2-8-9_vs_7,adaboost_ad,26.0,27.0,24.0,24.0,5.0,27.0,23.0,20.0,25.0,5.0,10.0
yeast-1-2-8-9_vs_7,amcs,24.0,6.0,18.0,10.0,8.0,10.0,10.0,11.0,14.0,8.0,24.0
yeast-1-2-8-9_vs_7,des_mi,17.0,24.0,21.0,17.0,19.0,22.0,16.0,22.0,19.0,19.0,7.0
yeast-1-2-8-9_vs_7,dpse,28.0,11.0,16.0,5.0,10.0,6.0,5.0,8.0,11.0,9.0,5.0
yeast-1-2-8-9_vs_7,drcw_aseg,23.0,3.0,11.0,9.0,17.0,4.0,9.0,10.0,10.0,15.0,2.0
yeast-1-2-8-9_vs_7,e_evrs,29.0,29.0,20.0,19.0,22.0,24.0,22.0,26.0,23.0,21.0,15.0
yeast-1-2-8-9_vs_7,easy_bpnn,2.0,15.0,27.0,27.0,3.0,23.0,25.0,19.0,26.0,3.0,13.0
yeast-1-2-8-9_vs_7,evinci,4.0,4.0,3.5,2.0,14.0,2.0,2.0,1.0,3.0,10.0,23.0
yeast-1-2-8-9_vs_7,glos,7.0,18.0,10.0,21.0,28.0,17.0,24.0,24.0,12.0,28.0,3.0
yeast-1-2-8-9_vs_7,mc_ccr,20.0,13.0,1.5,11.0,23.0,12.0,11.0,9.0,1.0,23.0,8.0
yeast-1-2-8-9_vs_7,mc_evhs,27.0,28.0,22.0,23.0,25.0,28.0,28.0,29.0,28.0,27.0,11.0
yeast-1-2-8-9_vs_7,mc_nro,12.0,2.0,5.0,6.0,15.0,9.0,6.0,4.0,2.0,18.0,26.0
yeast-1-2-8-9_vs_7,mc_rbo,21.0,10.0,1.5,7.0,21.0,5.0,7.0,6.0,5.0,17.0,28.0
yeast-1-2-8-9_vs_7,mdo,15.0,19.0,14.0,16.0,26.0,18.0,18.0,23.0,18.0,25.0,12.0
yeast-1-2-8-9_vs_7,multirandbal,19.0,12.0,17.0,12.0,18.0,16.0,12.0,14.0,15.0,16.0,6.0
yeast-1-2-8-9_vs_7,nromm,9.0,14.0,12.0,18.0,27.0,19.0,21.0,25.0,16.0,26.0,14.0
yeast-1-2-8-9_vs_7,ocsv_us,18.0,25.0,29.0,29.0,9.0,29.0,29.0,27.0,29.0,20.0,22.0
yeast-1-2-8-9_vs_7,orem_m,5.0,8.0,8.5,15.0,24.0,14.0,15.0,12.0,8.0,24.0,9.0
yeast-1-2-8-9_vs_7,oremboost,11.0,9.0,8.5,4.0,13.0,8.0,4.0,5.0,7.0,14.0,21.0
yeast-1-2-8-9_vs_7,pt_bagging,25.0,7.0,6.5,8.0,16.0,3.0,8.0,7.0,6.0,12.0,1.0
yeast-1-2-8-9_vs_7,s_smote,16.0,23.0,26.0,26.0,2.0,15.0,19.0,15.0,21.0,2.0,18.0
yeast-1-2-8-9_vs_7,scut,8.0,26.0,23.0,20.0,6.0,26.0,17.0,18.0,20.0,7.0,16.0
yeast-1-2-8-9_vs_7,shsampler,6.0,1.0,13.0,1.0,7.0,1.0,1.0,2.0,9.0,6.0,4.0
yeast-1-2-8-9_vs_7,smom,22.0,17.0,15.0,13.0,20.0,20.0,13.0,16.0,13.0,22.0,19.0
yeast-1-2-8-9_vs_7,soup,1.0,5.0,6.5,3.0,12.0,7.0,3.0,3.0,4.0,13.0,20.0
yeast-1-4-5-8_vs_7,DBCF,20.0,22.0,18.0,11.0,14.0,20.0,13.0,16.0,11.0,18.0,27.0
yeast-1-4-5-8_vs_7,DEAHS,15.0,1.0,25.0,25.0,4.0,28.0,17.0,14.0,16.0,6.0,29.0
yeast-1-4-5-8_vs_7,DeepSMOTE,21.0,26.0,1.5,15.5,21.5,1.5,20.5,20.5,21.5,20.5,16.0
yeast-1-4-5-8_vs_7,SPE,13.0,4.0,28.0,28.0,3.0,25.0,18.0,9.0,15.0,3.0,25.0
yeast-1-4-5-8_vs_7,adaboost_ad,16.0,25.0,24.0,17.0,2.0,27.0,10.0,7.0,13.0,2.0,7.0
yeast-1-4-5-8_vs_7,amcs,25.0,8.0,15.0,4.0,15.0,14.0,6.0,8.0,2.0,12.0,24.0
yeast-1-4-5-8_vs_7,des_mi,10.0,16.0,21.0,3.0,8.0,21.0,2.0,2.0,5.0,8.0,6.0
yeast-1-4-5-8_vs_7,dpse,28.0,14.0,16.0,2.0,12.0,9.0,3.0,5.0,7.0,9.0,3.0
yeast-1-4-5-8_vs_7,drcw_aseg,6.0,6.0,4.0,9.0,18.0,4.0,9.0,13.0,4.0,16.0,2.0
yeast-1-4-5-8_vs_7,e_evrs,19.0,27.0,20.0,13.0,13.0,19.0,16.0,17.0,17.0,13.0,14.0
yeast-1-4-5-8_vs_7,easy_bpnn,4.0,9.0,26.0,26.0,1.0,24.0,12.0,3.0,12.0,1.0,13.0
yeast-1-4-5-8_vs_7,evinci,1.0,15.0,9.0,23.0,28.0,13.0,28.0,28.0,28.0,27.0,23.0
yeast-1-4-5-8_vs_7,glos,26.0,29.0,7.0,20.0,25.0,8.0,27.0,27.0,24.5,25.0,8.0
yeast-1-4-5-8_vs_7,mc_ccr,18.0,23.0,3.0,18.0,23.0,3.0,23.0,22.0,23.0,22.0,5.0
yeast-1-4-5-8_vs_7,mc_evhs,23.0,7.0,22.0,5.0,7.0,23.0,4.0,6.0,8.0,7.0,11.0
yeast-1-4-5-8_vs_7,mc_nro,14.0,17.0,5.0,19.0,24.0,5.0,24.0,24.0,24.5,23.0,28.0
yeast-1-4-5-8_vs_7,mc_rbo,3.0,13.0,7.0,21.5,26.5,6.5,25.5,25.5,26.5,25.0,26.0
yeast-1-4-5-8_vs_7,mdo,12.0,19.0,1.5,15.5,21.5,1.5,20.5,20.5,21.5,20.5,10.0
yeast-1-4-5-8_vs_7,multirandbal,24.0,12.0,19.0,6.0,10.0,18.0,7.0,10.0,10.0,10.0,4.0
yeast-1-4-5-8_vs_7,nromm,9.0,20.0,14.0,24.0,29.0,16.0,29.0,29.0,29.0,29.0,15.0
yeast-1-4-5-8_vs_7,ocsv_us,29.0,28.0,29.0,29.0,9.0,29.0,22.0,23.0,20.0,28.0,22.0
yeast-1-4-5-8_vs_7,orem_m,8.0,21.0,10.5,14.0,20.0,11.0,19.0,19.0,19.0,19.0,12.0
yeast-1-4-5-8_vs_7,oremboost,2.0,3.0,10.5,10.0,19.0,12.0,11.0,15.0,6.0,17.0,17.0
